年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號
112,CGPW1CMW01CK,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L<=200CM，有塗層，EXTRASUPPORT", “曲克”阿迫企微導線“COOK” APPROACH CTO MICRO WIRE GUIDE,CMW;CMWA-14-135;190;CMW-14-135;190-6G;12G;18G;25G(刪除型號CMW;CMWA-14-135;190自1090101生效，及型號重整：CMW-14-135-6G;CMW-14-135-12G;CMW-14-135-18G;CMW-14-135-25G;CMW-14-190-6G;CMW-14-190-12G;CMW-14-190-18G;CMW-14-190-25G)(CMW-14-135-6G;CMW-14-135-12G;CMW-14-135-18G;CMW-14-135-25G自1120101刪除),條,2716.0, 曲克,衛署醫器輸字第020461號
112,CGPW1EXT19AB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L<=200CM，有塗層，EXTRASUPPORT"," ""亞培""高鐸格加強支撐導管引線 0.014"" 190CM""ABBOTT"" HI-TORQUE EXTRA S’PORT GUIDE WIRE",22225M;22225MJ,條,2716.0, 雅培,衛部醫器輸字第029424號
112,CGPW1PV1A3M4,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L<=200CM，有塗層，EXTRASUPPORT"," ""MEDTRONIC""PROVIA/INTUITION GUIDE WIRE W/COATING HYDRO-TRACK，PRO/PEL EXTRA SUPPORT 180CM 0.014"" ""美敦力""波維亞/英特迅導引導線",12-PROV180-HS;SS,EA,2716.0, 美敦力,衛署醫器輸字第022489號
112,CGPW1SAMRSSB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L<=200CM，有塗層，EXTRASUPPORT"," ""波士頓科技""聖塔導引線-SAMURAI RC GUIDEWIRE 0.014"" 190CM EXTRA SUPPORT ""BOSTON SCIENTIFIC"" SAMURAI AND SAMURAI RC GUIDEWIRES",H749393061902,條,2716.0, 波士頓,衛部醫器輸字第029660號
112,CGPW1SAV01SB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L<=200CM，有塗層，EXTRASUPPORT", “波士頓科技”薩維安導線“BOSTON SCIENTIFIC” SAVION GUIDEWIRE,(H749394211821-0;J0);(H749394231851-0;J0),條,2716.0, 波士頓,衛部醫器輸字第032613號
112,CGPW1SN18JAS,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L<=200CM，有塗層，EXTRASUPPORT"," ""朝日""冠狀動脈導引線紫苑""ASAHI""PTCA GUIDE WIRE ASAHI SION 0.014""180CM HYDROPHILIC EXTRA SUPPORT",AHW14R001-S;J;AHW14R004-S;J,EA,2716.0, 朝日英達科,衛署醫器輸字第022096號
112,CGPW1TH491SB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L<=200CM，有塗層，EXTRASUPPORT"," THRUWAY GUIDEWIRE PTFE EXTRA SUPPORT 0.014"" 130，190CM",49-287:49-296,EA,2716.0, 波士頓,衛署醫器輸字第010226號
112,CGPW1THDR1M4,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L<=200CM，有塗層，EXTRASUPPORT"," WIRE WORK GUIDE WIRES 190CM 0.014"" STAINLESS STEEL TEFLON(PRO/PEL) COATING EXTRA SUPPORT",THNDR190S;THNDR190J,EA,2716.0, 美敦力,衛署醫器輸字第016664號
112,CGPW1TNT19AB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L<=200CM，有塗層，EXTRASUPPORT", “亞培”高鐸格騰創導線“ABBOTT” HI-TORQUE TURN TRAC GUIDE WIRE,1020009;1020010;1020013;1020014(1020009J;1020010J;1020013J;1020014J自1080701生效),條,2716.0, 雅培,衛部醫器輸字第031522號
112,CGPW1V1482SB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L<=200CM，有塗層，EXTRASUPPORT"," ""BOSTON SCIENTIFIC"" V14 CONTROLWIRE GUIDEWIRE 0.014"" 182CM ""波士頓科技""康卓導引線",H749392167-18210;18220;H749392169-18210;18220,EA,2716.0, 波士頓,衛署醫器輸字第024478號
112,CGPW1AGH90AS,CGPW1,GUIDE　WIRE(PTCA)/不鏽鋼，D=0.0078-0.014【[縮細2段式或3段式Tapered　tip]或[多重編織線圈(MultiStrandedCoil)]】/L>=101CM/有塗層," ""朝日""冠狀動脈導引線-CONQUEST PRO， CONQUEST PRO12， CONQUEST PRO8-20""ASAHI"" PTCA GUIDE WIRE-CONQUEST PRO， CONQUEST PRO12， CONQUEST PRO8-20",AGH143090;AGH143091;AGH143092,條,4734.0, 朝日英達科,衛署醫器輸字第022087號
112,CGPW1AGPXTAS,CGPW1,GUIDE　WIRE(PTCA)/不鏽鋼，D=0.0078-0.014【[縮細2段式或3段式Tapered　tip]或[多重編織線圈(MultiStrandedCoil)]】/L>=101CM/有塗層," ""朝日""冠狀動脈導引線-FIELDER XT""ASAHI"" PTCA GUIDE WIRE-FIELDER XT",AGP140002,條,4734.0, 朝日英達科,衛署醫器輸字第022087號
112,CGPW1AHW03AS,CGPW1,GUIDE　WIRE(PTCA)/不鏽鋼，D=0.0078-0.014【[縮細2段式或3段式Tapered　tip]或[多重編織線圈(MultiStrandedCoil)]】/L>=101CM/有塗層, 朝日冠狀動脈導引線ASAHI PTCA GUIDE WIRE,AHW14R013S;AHW14R013P,條,4734.0, 日商朝日英達科,衛部醫器輸字第034095號
112,CGPW1AHW14AS,CGPW1,GUIDE　WIRE(PTCA)/不鏽鋼，D=0.0078-0.014【[縮細2段式或3段式Tapered　tip]或[多重編織線圈(MultiStrandedCoil)]】/L>=101CM/有塗層," ""朝日""蓋亞冠狀動脈導引線""ASAHI INTECC"" GAIA PTCA GUIDE WIRE",AHW14R007S;AHW14R007P;AHW14R008S;AHW14R008P;AHW14R011S;AHW14R011P,條,4734.0, 朝日英達科,衛部醫器輸字第026409號
112,CGPW1APWARAS,CGPW1,GUIDE　WIRE(PTCA)/不鏽鋼，D=0.0078-0.014【[縮細2段式或3段式Tapered　tip]或[多重編織線圈(MultiStrandedCoil)]】/L>=101CM/有塗層," ""朝日""冠狀動脈導引線-FIELDER XT-A/XT-R""ASAHI""PTCA GUIDE WIRE-FIELDER XT-A/XT-R",APW14R009S;APW14R005S,條,4734.0, 朝日英達科,衛部醫器輸字第026204號
112,CGPW1GHTERSB,CGPW1,GUIDE　WIRE(PTCA)/不鏽鋼，D=0.0078-0.014【[縮細2段式或3段式Tapered　tip]或[多重編織線圈(MultiStrandedCoil)]】/L>=101CM/有塗層," ""波士頓科技""聖塔導引線-FIGHTER GUIDEWIRE 0.009"" 190CM，300CM""BOSTON SCIENTIFIC"" FIGHTER AND MARVEL GUIDEWIRES",H749393031902;H749393033002,條,4734.0, 波士頓,衛部醫器輸字第029661號
112,CGPW1SENTASB,CGPW1,GUIDE　WIRE(PTCA)/不鏽鋼，D=0.0078-0.014【[縮細2段式或3段式Tapered　tip]或[多重編織線圈(MultiStrandedCoil)]】/L>=101CM/有塗層, “波士頓科技”聖塔導引線“BOSTON SCIENTIFIC”HORNET AND JUDO GUIDEWIRES,(H749393-0519;0530;0419;0430;0719;0730;7719;7730;7819;7830-02);(H749394-1519;1530-02),條,4734.0, 荷商波士頓,衛部醫器輸字第035317號
112,CGPW11741NAB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L>=201CM，有塗層，EXTRASUPPORT"," HI-TORQUE ALL STAR PTCA GUIDE WIRE 0.014"" 300CM",1001311;1001311J;1001741;1001741J,EA,2729.0, 雅培,衛署醫器輸字第008338號
112,CGPW1CMW02CK,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L>=201CM，有塗層，EXTRASUPPORT"," ""曲克""阿迫企微導線""COOK""APPROACH PRO LT AND APPROACH CTO MICRO WIRE GUIDE",CMW;CMWA-14-300;CMW-14-300-6G;12G;18G;25G(刪除型號CMW;CMWA-14-300自1090101生效，型號重整:CMW-14-300-6G;CMW-14-300-12G;CMW-14-300-18G;CMW-14-300-25G),條,2729.0, 曲克,衛署醫器輸字第020461號
112,CGPW1EXT30AB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L>=201CM，有塗層，EXTRASUPPORT"," ""亞培""高鐸格加強支撐導管引線 0.014"" 300CM""ABBOTT"" HI-TORQUE EXTRA S’PORT GUIDE WIRE",22235M;22235MJ,條,2729.0, 雅培,衛部醫器輸字第029424號
112,CGPW1SAMRLSB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L>=201CM，有塗層，EXTRASUPPORT"," ""波士頓科技""聖塔導引線-SAMURAI RC GUIDEWIRE 0.014"" 300CM EXTRA SUPPORT ""BOSTON SCIENTIFIC"" SAMURAI AND SAMURAI RC GUIDEWIRES",H749393063002,條,2729.0, 波士頓,衛部醫器輸字第029660號
112,CGPW1SAV02SB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L>=201CM，有塗層，EXTRASUPPORT", “波士頓科技”薩維安導線“BOSTON SCIENTIFIC” SAVION GUIDEWIRE,(H749394203001-0;J0);(H749394223001-0;J0),條,2729.0, 波士頓,衛部醫器輸字第032613號
112,CGPW1TNT30AB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L>=201CM，有塗層，EXTRASUPPORT", “亞培”高鐸格騰創導線“ABBOTT” HI-TORQUE TURN TRAC GUIDE WIRE,1020011;1020012;1020015;1020016(1020011J;1020012J;1020015J;1020016J自1080701生效),條,2729.0, 雅培,衛部醫器輸字第031522號
112,CGPW1V1430SB,CGPW1,"GUIDEWIRE(PTCA)/D<=0.014""，L>=201CM，有塗層，EXTRASUPPORT"," ""BOSTON SCIENTIFIC"" V14 CONTROLWIRE GUIDEWIRE 0.014"" 300CM ""波士頓科技""康卓導引線",H749392167-30010;30020;H749392169-30010;30020,EA,2729.0, 波士頓,衛署醫器輸字第024478號
112,CGPW1RG330AS,CGPW1,"GUIDE　WIRE(PTCA)/CTO用/不鏽鋼，D=0.010""，L=330CM，有塗層"," ""朝日""冠狀動脈導引線""ASAHI""PTCA GUIDE WIRE-RG3 0.010"" 330CM",AHW10S302S,條,5562.0, 朝日英達科,衛署醫器輸字第023909號
112,CGPW124954SB,CGPW1,"GUIDEWIRE(CRT)/不鏽鋼，D<=0.014""，L=90-190CM，有塗層", “波士頓科技”艾裘帝靜脈導線“BOSTON SCIENTIFIC”ACUITY STRAIT-TRAK AND MAILMAN VENOUS GUIDE WIRES,7081;7082,組,2353.0, 荷商波士頓,衛署醫器輸字第024954號
112,CGPW141518A7,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L<=200CM，塗層"," ""埃普特""親水塗層導引線""APT"" HYDROPHILIC GUIDEWIRE",10A11415;10A11418;10S11415;10S11418;10S21415;10S21418,條,2669.0, 蘭波灣,衛部醫器陸輸字第001236號
112,CGPW146850SB,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L<=200CM，塗層"," V-18 CONTROL WIRE 0.018"" 150-200CM W/HYDROPHILIC COATING",46850;46852;46856;46858,EA,2669.0, 波士頓,衛署醫器輸字第010312號
112,CGPW1492TWSB,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L<=200CM，塗層"," THRUWAY GUIDEWIRE 0.018""*130，190CM",M001492-751:821,EA,2669.0, 波士頓,衛署醫器輸字第010226號
112,CGPW18L6008T,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L<=200CM，塗層", “泰尚”親水性鎳鈦合金導引線“THAIXON”HYDROPHILIC GUIDEWIRE,(S0018L-600;800;1200;1500;1800-PU);(S0025L-600;800;1200;1500;1800-PU);(S0032L-600;800;1200;1500;1800-PU);(S0035L-600;800;1200;1500;1800-PU);(S0038L-600;800;1200;1500;1800-PU);(A0018L-600;800;1200;1500;1800-PU);(A0025L-600;800;1200;1500;1800-PU);(A0032L-600;800;1200;1500;1800-PU);(A0035L-600;800;1200;1500;1800-PU);(A0038L-600;800;1200;1500;1800-PU),條,2669.0, 春菖,衛部醫器輸字第033867號
112,CGPW1HN18016,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L<=200CM，塗層", “博思邁” 康?親水性導引導線“BROSMED”CONGER HYDROPHILIC GUIDEWIRE,(HNS;HNA-025;035-45;80;150;180);(HNS;HNA-032;038-150;180);(HXS;HXA-035-150;180),條,2669.0, 昊佑,衛部醫器陸輸字第001243號
112,CGPW1LENSHY7,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L<=200CM，塗層"," 耐翠絲導引線-L60:180公分D=0.014"":0.035"" ""EV3"" NITREX GUIDEWIRE",N14-0801;1802;N18-0601;0603;0801;0802;1804;1805;1806;N25-1801;1802;N35-1451;1452;1803;0801;1453;1454;1455;1804;1805,條,2669.0, 美敦力,衛部醫器輸字第028632號
112,CGPW1LWS35MR,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L<=200CM，塗層"," ""美瑞特""桂冠親水性導引導線""MERIT""LAUREATE HYDROPHILIC GUIDE WIRE 0.018~0.038"" 120:180CM",LWS-TDA;TDS;TFA-35150;35180;LWSTFS35180(LWSTDA38120; LWS-TDA;TDS-38;25;18-150;180;LWS-TFA;TFS-38150;38180自1040301生效),條,2669.0, 美瑞特,衛署醫器輸字第023180號
112,CGPW1MSWSTMR,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L<=200CM，塗層", “美瑞特”史普勒斯親水性導引導線“MERIT”SPLASHWIRE HYDROPHILIC GUIDE WIRE,【MSWST-(DA35-80;150;180);(DS35-80;150;180);(FA35-80;150;180);(FS35-80;150;180);(DA38-80;120;150;180);(DS38-150;180);(FA38-80;150;180);(FS38-150;180);(DA25-150;180);(DS25-150;180);(DA18-80;150;180);(DS18-150;180)】,條,2669.0, 美瑞特,衛部醫器輸字第034514號
112,CGPW1S8181A7,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L<=200CM，塗層", “埃普特”蘇黎世導引線“APT”SUSRAIL GUIDEWIRE,42118181,條,2669.0, 蘭波灣,衛部醫器陸輸字第001333號
112,CGPW146860SB,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L>=201CM，塗層"," V-18 CONTROL WIRE 0.018"" 300CM W/HYDROPHILIC COATING",46854;46860,EA,2669.0, 波士頓,衛署醫器輸字第010312號
112,CGPW149283SB,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L>=201CM，塗層"," THRUWAY GUIDEWIRE 0.018""*300CM",M0014928-31:61,EA,2669.0, 波士頓,衛署醫器輸字第010226號
112,CGPW180233XZ,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L>=201CM，塗層"," ""斯特勞布""導引線""STRAUB""GUIDE WIRE 0.018~0.025"" 220~320CM",REF-80233;80234;80235;80281;80265,條,2669.0, 巴德,衛部醫器輸字第027256號
112,CGPW185261A7,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L>=201CM，塗層", “埃普特”蘇黎世導引線“APT”SUSRAIL GUIDEWIRE,42118261;42135261,條,2669.0, 蘭波灣,衛部醫器陸輸字第001333號
112,CGPW1AS426A7,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L>=201CM，塗層"," ""埃普特""親水塗層導引線""APT"" HYDROPHILIC GUIDEWIRE",10A11426;10S11426;10S21426,條,2669.0, 蘭波灣,衛部醫器陸輸字第001236號
112,CGPW1HN26016,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L>=201CM，塗層", “博思邁” 康?親水性導引導線“BROSMED”CONGER HYDROPHILIC GUIDEWIRE,(HNS;HNA-025-260);(HNS;HNA-032-230);(HNS;HNA-032-260);(HNS;HNA;HXS;HXA-035-230);(HNS;HNA;HXS;HXA-035-260),條,2669.0, 昊佑,衛部醫器陸輸字第001243號
112,CGPW1L26008T,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L>=201CM，塗層", “泰尚”親水性鎳鈦合金導引線“THAIXON”HYDROPHILIC GUIDEWIRE,S0018L2600-PU;S0018L4500-PU;S0025L2600-PU;S0025L4500-PU;S0032L2600-PU;S0032L4500-PU;S0035L2600-PU;S0035L4500-PU;S0038L2600-PU;S0038L4500-PU;A0018L2600-PU;A0018L4500-PU;A0025L2600-PU;A0025L4500-PU;A0032L2600-PU;A0032L4500-PU;A0035L2600-PU;A0035L4500-PU;A0038L2600-PU;A0038L4500-PU,條,2669.0, 春菖,衛部醫器輸字第033867號
112,CGPW1LENLNY7,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L>=201CM，塗層"," 耐翠絲導引線-L260:400公分D=0.014"":0.035"" ""EV3"" NITREX GUIDEWIRE",N14-3001;N18-3001;3002;N25-2601;N35-2601;4001;2602;2603;2604;3001;4002,條,2669.0, 美敦力,衛部醫器輸字第028632號
112,CGPW1LW26EMR,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L>=201CM，塗層"," ""美瑞特""桂冠親水性導引導線""MERIT""LAUREATE HYDROPHILIC GUIDE WIRE 0.018~0.038"" 220;260CM",LWS-TDA;TFA;TFS-35260EX(LWS-TDA;TDS;TFA;TFS-35220;LWS-TDA;TDS-38260;25260;18260-EX自1040301生效),條,2669.0, 美瑞特,衛署醫器輸字第023180號
112,CGPW1MSW26MR,CGPW1,"GUIDEWIRE(周邊血管介入治療)/彈性合金，D=0.014""-0.052""，L>=201CM，塗層", “美瑞特”史普勒斯親水性導引導線“MERIT”SPLASHWIRE HYDROPHILIC GUIDE WIRE,【MSWST-(DA35;DS35;FA35;FS35-220);(DA35;DS35;FA35;FS35;DA38;DS38;DA25;DS25;DA18;DS18-260EX)】,條,2669.0, 美瑞特,衛部醫器輸字第034514號
112,NAN061822NHK,NAN06,經皮穿刺膽道針/PTCD穿刺針, P.T.C.D NEEDLE 150:200MM,17:22G,EA,102.0, 世新,衛署醫器輸字第006634號
112,NAN061822NTP,NAN06,經皮穿刺膽道針/PTCD穿刺針, P.T.C.D NEEDLE,18:22G,EA,102.0, 特浦,衛署醫器輸字第005863號
112,NAN061823MTP,NAN06,經皮穿刺膽道針/PTCD穿刺針, P.T.C.D NEEDLE  MS TYPE 18G:23G,635112:635117,EA,102.0, 特浦,衛署醫器輸字第005863號
112,NAN0620200TP,NAN06,經皮穿刺膽道針/PTCD穿刺針, P.T.C.D NEEDLE,20GX200MM,EA,102.0, 特浦,衛署醫器輸字第005863號
112,NAN0621150TP,NAN06,經皮穿刺膽道針/PTCD穿刺針, P.T.C.D NDDELE,21150,EA,102.0, 特浦,衛署醫器輸字第005863號
112,NAN0622150TP,NAN06,經皮穿刺膽道針/PTCD穿刺針, P.T.C.D NEEDLE,22GX150MM,EA,102.0, 特浦,衛署醫器輸字第005863號
112,NAN1118275AG,NAN11,導線導引針INTRODUCERNEEDLE(單針、翼型單針)/單組件包裝," AMC/4 ARTERIAL NEEDLE 18Gx23/4""(7.0CM) 導線導引針",AG195318,EA,97.6, 實密,衛署醫器輸字第007022號
112,NAN1118T7L5S,NAN11,導線導引針INTRODUCERNEEDLE(單針、翼型單針)/單組件包裝," ""昕力""一次性使用穿刺針""SUNMED""DISPOSABLE NEEDLES",SM-AN-18T70L,支,97.6, 凱薩琳,衛部醫器陸輸字第000951號
112,NAN1121200AG,NAN11,導線導引針INTRODUCERNEEDLE(單針、翼型單針)/單組件包裝," AMC/4 ARTERIAL NEEDLE 21Gx2""(5.1CM)導線導引針",AG195323,EA,97.6, 實密,衛署醫器輸字第007022號
112,NAN11A1820GJ,NAN11,導線導引針INTRODUCERNEEDLE(單針、翼型單針)/單組件包裝," ""JSM""INTRODUCER NEEDLE""吉生""穿刺針",07-A18G243-701;07-A20G121-371;(07-M18G243-701;07-M20G121-381;自102/08/01生效),EA,97.6, 吉生,衛署醫器製字第003395號
112,NAN11ADVANMR,NAN11,導線導引針INTRODUCERNEEDLE(單針、翼型單針)/單組件包裝," ""美瑞特""高昇血管攝影穿刺針""MERIT""ADVANCE ANGIOGRAPHIC NEEDLES",AD18T51W;71W;51WS;71WS;71WC;71WT;AD18N91W;AD19U41W;41WC;51W;71W;71WS;71WC;AD20T41W;71W;AD21T21W;41W;41WC;71W,組,97.6, 美瑞特,衛署醫器輸字第020071號
112,NAN11AP1NEH9,NAN11,導線導引針INTRODUCERNEEDLE(單針、翼型單針)/單組件包裝, ANGIO PACK ：INTRODUCER NEEDLE(單針),20-1002-02-01;20-1002-02-02,EA,97.6, 華億,衛署醫器製字第001681號
112,NAN141822NCK,NAN14,導線導引針INTRODUCERNEEDLE(單針、翼型單針)/單組件包裝," ""曲克""拋棄式經皮穿刺針""COOK"" DISPOSABLE PERCUTANEOUS ENTRY NEEDLES",BSDN-XX-XX(BSDN;SDN-22;21;20;20XT;19;19XT;19UT;18-2.5;4.0;5.0;7.0;9.0自1050501生效)【型號重整BSDN-(18-4.0;5.0;7.0;9.0)(19UT-4.0;7.0;9.0)(20-2.5;4.0;5.0)(21-2.5;4.0;5.0;7.0)自1090101生效】)【擴增產品型號SDN-(18-2.5;4.0;5.0;7.0;9.0)(19-4.0;5.0;7.0)(19UT-4.0;5.0;7.0;9.0)(20-2.5;4.0;5.0;7.0)(21-2.5;4.0;5.0;7.0;9.0)(22-2.5;4.0;7.0)自1090501生效】(SDN-19UT-4.0;SDN-19UT-5.0;SDN-19UT-9.0;SDN-20-5.0;SDN-20-7.0;SDN-21-5.0;SDN-21-9.0;SDN-22-2.5;SDN-22-4.0;SDN-22-7.0自1120101刪除),支,97.6, 曲克,衛署醫器輸字第010738號
112,NAN1421100AG,NAN14,導線導引針INTRODUCERNEEDLE(單針、翼型單針)/單組件包裝," AMC/3 ARTERIAL NEEDLE 21Gx1""(2.5CM)導線導引針",AG195311,EA,97.6, 實密,衛署醫器輸字第007022號
112,NAN155324NAG,NAN15,導線導引針INTRODUCERNEEDLE導線導引針(雙針)/雙組件含外套管+內針, PERCUTANEOUS ENTRY NEEDLE 16GX7.3CM，18GX7.3CM，19GX3.8，7.3CM，21GX3.8CM,195324;195326:29,EA,124.0, 實密,衛署醫器輸字第007022號
112,NAN15AN72SMR,NAN15,導線導引針INTRODUCERNEEDLE導線導引針(雙針)/雙組件含外套管+內針," ""美瑞特"" 血管攝影穿刺針""MERIT"" MAJESTIK SERIES ANGIOGRAPHY NEEDLES",AN18T72S(AN18T;20T;21T52C;18T52;72-MC;1952C;21T32C;19U52MC;16T;19U72S;18T52;72-SH;18T72SC;3311-11;21;31自970701生效)(型號重整:AN18T52C;AN18T52MC;AN18T72MC;AN18T72SC;AN18T72SH;AN18T72S-25;AN19U52MC自1101101生效),組,124.0, 美瑞特,衛署醫器輸字第013603號
112,NAN15DCM18CK,NAN15,導線導引針INTRODUCERNEEDLE導線導引針(雙針)/雙組件含外套管+內針," ""曲克""拋棄式經皮穿刺針""COOK""DISPOSABLE PERCUTANEOUS ENTRY NEEDLES 18G",DCM-18:22-2.5:9.0;(DCM-18-15.0自103.11.01生效)(型號重整DCM-18-5.0;7.0;9.0;15.0自1090101生效),支,124.0, 曲克,衛署醫器輸字第010738號
112,NAN15SN180AG,NAN15,導線導引針INTRODUCERNEEDLE導線導引針(雙針)/雙組件含外套管+內針," ""亞康恩""導引線導引針(含外套管+內針)""ARGON""GUIDEWIRE INTRODUCER NEEDLES",SN1802;SN1902;MPCN1802,支,124.0, 春菖,衛部醫器輸字第028238號
112,SAD01EN235V7,SAD01,無鉗式冠狀動脈繞道手術之血管吻合系統, “維達力克” 易扣第二代吻合術輔助裝置(ENCLOSE裝置+置動器工具+針頭+主動脈穿孔器)“VITALITEC” ENCLOSE II ANASTOMOSIS ASSIST DEVICE(ENCLOSE DEVICE+ACTUATOR TOOL+NEEDLE+AORTIC PUNCH),EN235v;EN240v;EN245v,組,28577.0, 亞衛,衛部醫器輸字第027019號
112,SCV03165LLVC,SCV03,內視鏡自動血管夾-特殊規格(閉合長度≧11mm或適用trocar管徑≦5mm);X≦10釘," ""邁斯科""拋棄式血管夾-L:11MM/10釘""MEDSCOPE""SOLID CLIP SINGLE USE CLIP APPLIER",CA165;CA166(刪除CA166自1101101生效),匣,1980.0, 邁斯科,衛部醫器製字第006655號
112,SCV03567MLVC,SCV03,內視鏡自動血管夾-特殊規格(閉合長度≧11mm或適用trocar管徑≦5mm);X≦10釘," ""邁斯科""拋棄式血管夾(5MM);10釘""MEDSCOPE""SOLID CLIP SINGLE USE CLIP APPLIER",CA567,匣,1980.0, 邁斯科,衛部醫器製字第006655號
112,SCV03DC5BXQW,SCV03,內視鏡自動血管夾-特殊規格(閉合長度≧11mm或適用trocar管徑≦5mm);X≦10釘," ""台灣先進""拋棄式血管夾(5MM)-10釘""TAIWAN SURGICAL""DISPOSABLE CLIP APPLIER(5MM)",DC5T1-BX,匣,1980.0, 台灣先進,衛部醫器製字第004842號
112,SCV03DCXLXQW,SCV03,內視鏡自動血管夾-特殊規格(閉合長度≧11mm或適用trocar管徑≦5mm);X≦10釘," ""台灣先進""拋棄式血管夾-釘閉合長度11MM;10釘""TAIWAN SURGICAL""DISPOSABLE CLIP APPLIER",DCXT1-LX,匣,1980.0, 台灣先進,衛部醫器製字第004842號
112,SCV03RC5BXQW,SCV03,內視鏡自動血管夾-特殊規格(閉合長度≧11mm或適用trocar管徑≦5mm);X≦10釘," ""台灣先進""血管夾(滅菌)-5MM;10釘""TAIWAN SURGICAL""CLIP APPLIER(STERILE)(5MM)",RC5T1-BX,匣,1980.0, 台灣先進,衛部醫器製字第005895號
112,SCV03RCXLXQW,SCV03,內視鏡自動血管夾-特殊規格(閉合長度≧11mm或適用trocar管徑≦5mm);X≦10釘," ""台灣先進""血管夾(滅菌)-釘閉合長度11MM;10釘""TAIWAN SURGICAL""CLIP APPLIER(STERILE)",TRC-TL110;TRC-TL111,匣,1980.0, 台灣先進,衛部醫器製字第005895號
112,SCV03166LLVC,SCV03,內視鏡自動血管夾-特殊規格(閉合長度≧11mm或適用trocar管徑≦5mm);11≦X≦19釘," ""邁斯科""拋棄式血管夾-L:11MM/15釘""MEDSCOPE""SOLID CLIP SINGLE USE CLIP APPLIER",CA166,匣,2970.0, 邁斯科,衛部醫器製字第006655號
112,SCV03176632C,SCV03,內視鏡自動血管夾-特殊規格(閉合長度≧11mm或適用trocar管徑≦5mm);11≦X≦19釘," ""柯惠""5MM內視鏡自動血管夾-16釘""COVIDIEN""ENDO CLIP III 5MM CLIP APPLIER",176630,匣,2970.0, 美敦力,衛署醫器輸字第019236號
112,SCV03568MLVC,SCV03,內視鏡自動血管夾-特殊規格(閉合長度≧11mm或適用trocar管徑≦5mm);11≦X≦19釘," ""邁斯科""拋棄式血管夾(5MM);15釘""MEDSCOPE""SOLID CLIP SINGLE USE CLIP APPLIER",CA568,匣,2970.0, 邁斯科,衛部醫器製字第006655號
112,SCV03625LL2C,SCV03,內視鏡自動血管夾-特殊規格(閉合長度≧11mm或適用trocar管徑≦5mm);11≦X≦19釘," ”柯惠”內視鏡自動血管夾-15釘""COVIDIEN"" ENDO CLIP SINGLE USE CLIP APPLIER",176625,匣,2970.0, 美敦力,衛署醫器輸字第010735號
